# curie_map:
#   ailuminate-v1.0: https://mlcommons.org/ailuminate/
#   credo-ucf: https://arxiv.org/pdf/2503.05937v1/
#   ibm-granite-guardian: https://arxiv.org/abs/2412.07724
#   ibm-risk-atlas: https://www.ibm.com/docs/en/watsonx/saas?topic=
#   nist-ai-rmf: https://www.nist.gov/itl/ai-risk-management-framework/
#   semapv: https://w3id.org/semapv/vocab/
#   skos: http://www.w3.org/2004/02/skos/core#
#   mit-ai-risk-repository: https://airisk.mit.edu/
#   owasp-llm-2.0: https://owasp.org/www-project-top-10-for-large-language-model-applications/
# license: https://www.apache.org/licenses/LICENSE-2.0.html
# mapping_date: '2025-04-04'
# mapping_set_description: Proposed mappings associated with AILuminate benchmark
# mapping_set_id: https://github.com/IBM/risk-atlas-nexus/tree/main/src/risk_atlas_nexus/data/mappings/ailuminate-v1.0.sssom.tsv
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	author_id	mapping_date	similarity_score	comment
ailuminate-v1.0:ail-privacy	Privacy	skos:relatedMatch	ibm-risk-atlas:atlas-data-contamination	Data contamination	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-privacy	Privacy	skos:relatedMatch	ibm-risk-atlas:atlas-nonconsensual-use	Nonconsensual use	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-privacy	Privacy	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-2.1	Compromise of privacy by obtaining, leaking or correctly inferring sensitive information	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-privacy	Privacy	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-2.2	AI system security vulnerabilities and attacks	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-privacy	Privacy	skos:relatedMatch	nist-ai-rmf:nist-data-privacy	Data Privacy	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-privacy	Privacy	skos:relatedMatch	nist-ai-rmf:nist-information-integrity	Information Integrity	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-privacy	Privacy	skos:relatedMatch	nist-ai-rmf:nist-information-security	Information Security	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-privacy	Privacy	skos:relatedMatch	nist-ai-rmf:nist-intellectual-property	Intellectual Property	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-privacy	Privacy	skos:relatedMatch	owasp-llm-2.0:llm022025-sensitive-information-disclosure	LLM02:2025 Sensitive Information Disclosure	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-privacy	Privacy	skos:relatedMatch	owasp-llm-2.0:llm052025-improper-output-handling	LLM05:2025 Improper Output Handling	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-privacy	Privacy	skos:relatedMatch	credo-ucf:credo-risk-037	 Compromised sensitive information (Slattery et al., 2024; IBM, 2024; AI, 2023)	semapv:SemanticSimilarityThresholdMatching	Risk_Atlas_Nexus_System	2025-04-03	23	Autogenerated via semantic similarity script - reviewed by IV
ailuminate-v1.0:ail-privacy	Privacy	skos:relatedMatch	ibm-risk-atlas:atlas-personal-information-in-data	 Personal information in data	semapv:SemanticSimilarityThresholdMatching	Risk_Atlas_Nexus_System	2025-04-03	9	Autogenerated via semantic similarity script - reviewed by IV
ailuminate-v1.0:ail-privacy	Privacy	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-2.1	 Compromise of privacy by obtaining, leaking or correctly inferring sensitive information	semapv:SemanticSimilarityThresholdMatching	Risk_Atlas_Nexus_System	2025-04-03	3	Autogenerated via semantic similarity script - reviewed by IV
ailuminate-v1.0:ail-privacy	Privacy	skos:relatedMatch	nist-ai-rmf:nist-data-privacy	 Data Privacy	semapv:SemanticSimilarityThresholdMatching	Risk_Atlas_Nexus_System	2025-04-03	3	Autogenerated via semantic similarity script - reviewed by IV
ailuminate-v1.0:ail-privacy	Privacy	skos:relatedMatch	owasp-llm-2.0:llm022025-sensitive-information-disclosure	 LLM02:2025 Sensitive Information Disclosure	semapv:SemanticSimilarityThresholdMatching	Risk_Atlas_Nexus_System	2025-04-03	1	Autogenerated via semantic similarity script - reviewed by IV
ailuminate-v1.0:ail-sex-related-crimes	Sex-Related Crimes	skos:relatedMatch	credo-ucf:credo-risk-002	AI pursuing its own goals in conflict with human goals or values (Slattery et al., 2024)	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-sex-related-crimes	Sex-Related Crimes	skos:relatedMatch	credo-ucf:credo-risk-003	AI possessing dangerous capabilities (Slattery et al., 2024)	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-sex-related-crimes	Sex-Related Crimes	skos:relatedMatch	ibm-granite-guardian:granite-guardian-harm	Harm	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-sex-related-crimes	Sex-Related Crimes	skos:relatedMatch	ibm-granite-guardian:granite-sexual-content	Sexual Content	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-sex-related-crimes	Sex-Related Crimes	skos:relatedMatch	ibm-risk-atlas:atlas-nonconsensual-use	Nonconsensual use	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-sex-related-crimes	Sex-Related Crimes	skos:relatedMatch	ibm-risk-atlas:atlas-toxic-output	Toxic output	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-sex-related-crimes	Sex-Related Crimes	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-1.2	Exposure to toxic content	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-sex-related-crimes	Sex-Related Crimes	skos:relatedMatch	credo-ucf:credo-risk-014	 Obscene and sexually abusive content (Slattery et al., 2024; AI, 2023)	semapv:SemanticSimilarityThresholdMatching	Risk_Atlas_Nexus_System	2025-04-03	10	Autogenerated via semantic similarity script - reviewed by IV
ailuminate-v1.0:ail-sex-related-crimes	Sex-Related Crimes	skos:relatedMatch	ibm-granite-guardian:granite-sexual-content	 Sexual Content	semapv:SemanticSimilarityThresholdMatching	Risk_Atlas_Nexus_System	2025-04-03	3	Autogenerated via semantic similarity script - reviewed by IV
ailuminate-v1.0:ail-sex-related-crimes	Sex-Related Crimes	skos:relatedMatch	ibm-risk-atlas:atlas-harmful-output	 Harmful output	semapv:SemanticSimilarityThresholdMatching	Risk_Atlas_Nexus_System	2025-04-03	54	Autogenerated via semantic similarity script - reviewed by IV
ailuminate-v1.0:ail-sex-related-crimes	Sex-Related Crimes	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-1.2	 Exposure to toxic content	semapv:SemanticSimilarityThresholdMatching	Risk_Atlas_Nexus_System	2025-04-03	1	Autogenerated via semantic similarity script - reviewed by IV
ailuminate-v1.0:ail-sex-related-crimes	Sex-Related Crimes	skos:relatedMatch	nist-ai-rmf:nist-obscene-degrading-and-or-abusive-content	 Obscene, Degrading, and/or Abusive Content	semapv:SemanticSimilarityThresholdMatching	Risk_Atlas_Nexus_System	2025-04-03	10	Autogenerated via semantic similarity script - reviewed by IV
ailuminate-v1.0:ail-sexual-content	Sexual Content	skos:relatedMatch	ibm-granite-guardian:granite-guardian-harm	Harm	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-sexual-content	Sexual Content	skos:relatedMatch	ibm-granite-guardian:granite-profanity	Profanity	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-sexual-content	Sexual Content	skos:relatedMatch	ibm-granite-guardian:granite-sexual-content	Sexual Content	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-sexual-content	Sexual Content	skos:relatedMatch	ibm-risk-atlas:atlas-harmful-output	Harmful output	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-sexual-content	Sexual Content	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-1.2	Exposure to toxic content	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-sexual-content	Sexual Content	skos:relatedMatch	nist-ai-rmf:nist-obscene-degrading-and-or-abusive-content	Obscene, Degrading, and/or Abusive Content	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-sexual-content	Sexual Content	skos:relatedMatch	credo-ucf:credo-risk-014	 Obscene and sexually abusive content (Slattery et al., 2024; AI, 2023)	semapv:SemanticSimilarityThresholdMatching	Risk_Atlas_Nexus_System	2025-04-03	10	Autogenerated via semantic similarity script - reviewed by IV
ailuminate-v1.0:ail-sexual-content	Sexual Content	skos:relatedMatch	ibm-granite-guardian:granite-sexual-content	 Sexual Content	semapv:SemanticSimilarityThresholdMatching	Risk_Atlas_Nexus_System	2025-04-03	3	Autogenerated via semantic similarity script - reviewed by IV
ailuminate-v1.0:ail-sexual-content	Sexual Content	skos:relatedMatch	ibm-risk-atlas:atlas-harmful-output	 Harmful output	semapv:SemanticSimilarityThresholdMatching	Risk_Atlas_Nexus_System	2025-04-03	54	Autogenerated via semantic similarity script - reviewed by IV
ailuminate-v1.0:ail-sexual-content	Sexual Content	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-1.2	 Exposure to toxic content	semapv:SemanticSimilarityThresholdMatching	Risk_Atlas_Nexus_System	2025-04-03	1	Autogenerated via semantic similarity script - reviewed by IV
ailuminate-v1.0:ail-sexual-content	Sexual Content	skos:relatedMatch	nist-ai-rmf:nist-obscene-degrading-and-or-abusive-content	 Obscene, Degrading, and/or Abusive Content	semapv:SemanticSimilarityThresholdMatching	Risk_Atlas_Nexus_System	2025-04-03	10	Autogenerated via semantic similarity script - reviewed by IV
ailuminate-v1.0:ail-specialized-advice	Specialized Advice	skos:relatedMatch	credo-ucf:credo-risk-005	Lack of training data transparency (IBM, 2024)	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-specialized-advice	Specialized Advice	skos:relatedMatch	credo-ucf:credo-risk-027	Cyberattacks, weapon development, and mass harm (AI, 2023; IBM, 2024)	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-specialized-advice	Specialized Advice	skos:relatedMatch	credo-ucf:credo-risk-033	Lack of adequate capabilities (Slattery et al., 2024; IBM, 2024; AI, 2023)	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-specialized-advice	Specialized Advice	skos:relatedMatch	credo-ucf:credo-risk-036	Compromised personally identifiable information (Slattery et al., 2024)	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-specialized-advice	Specialized Advice	skos:relatedMatch	ibm-granite-guardian:granite-answer-relevance	Answer Relevance	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-specialized-advice	Specialized Advice	skos:relatedMatch	ibm-granite-guardian:granite-evasiveness	Evasiveness	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-specialized-advice	Specialized Advice	skos:relatedMatch	ibm-granite-guardian:granite-groundedness	Groundedness	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-specialized-advice	Specialized Advice	skos:relatedMatch	ibm-granite-guardian:granite-guardian-harm	Harm	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-specialized-advice	Specialized Advice	skos:relatedMatch	ibm-granite-guardian:granite-harm-engagement	Harm Engagement	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-specialized-advice	Specialized Advice	skos:relatedMatch	ibm-granite-guardian:granite-relevance	Context Relevance	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-specialized-advice	Specialized Advice	skos:relatedMatch	ibm-granite-guardian:granite-social-bias	Social Bias	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-specialized-advice	Specialized Advice	skos:relatedMatch	ibm-granite-guardian:granite-unethical-behavior	Unethical Behavior	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-specialized-advice	Specialized Advice	skos:relatedMatch	ibm-risk-atlas:atlas-incomplete-advice	Incomplete advice	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-specialized-advice	Specialized Advice	skos:relatedMatch	ibm-risk-atlas:atlas-model-usage-rights	Model usage rights restrictions	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-specialized-advice	Specialized Advice	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-5.1	Overreliance and unsafe use	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-specialized-advice	Specialized Advice	skos:relatedMatch	nist-ai-rmf:nist-data-privacy	Data Privacy	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-specialized-advice	Specialized Advice	skos:relatedMatch	owasp-llm-2.0:llm092025-misinformation	LLM09:2025 Misinformation	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-specialized-advice	Specialized Advice	skos:relatedMatch	ibm-risk-atlas:atlas-incomplete-advice	 Incomplete advice	semapv:SemanticSimilarityThresholdMatching	Risk_Atlas_Nexus_System	2025-04-03	4	Autogenerated via semantic similarity script - reviewed by IV
ailuminate-v1.0:ail-specialized-advice	Specialized Advice	skos:relatedMatch	nist-ai-rmf:nist-information-integrity	 Information Integrity	semapv:SemanticSimilarityThresholdMatching	Risk_Atlas_Nexus_System	2025-04-03	7	Autogenerated via semantic similarity script - reviewed by IV
ailuminate-v1.0:ail-specialized-advice	Specialized Advice	skos:relatedMatch	owasp-llm-2.0:llm092025-misinformation	 LLM09:2025 Misinformation	semapv:SemanticSimilarityThresholdMatching	Risk_Atlas_Nexus_System	2025-04-03	8	Autogenerated via semantic similarity script - reviewed by IV
ailuminate-v1.0:ail-suicide-and-self-harm	Suicide and Self-Harm	skos:relatedMatch	credo-ucf:credo-risk-003	AI possessing dangerous capabilities (Slattery et al., 2024)	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-suicide-and-self-harm	Suicide and Self-Harm	skos:relatedMatch	credo-ucf:credo-risk-007	Inadequate observability (Slatteryet al., 2024)	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-suicide-and-self-harm	Suicide and Self-Harm	skos:relatedMatch	credo-ucf:credo-risk-009	Black box decisionmaking (Slattery et al., 2024; IBM, 2024)	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-suicide-and-self-harm	Suicide and Self-Harm	skos:relatedMatch	credo-ucf:credo-risk-010	Stereotype perpetuation (Slattery et al., 2024; IBM, 2024)	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-suicide-and-self-harm	Suicide and Self-Harm	skos:relatedMatch	credo-ucf:credo-risk-033	Lack of adequate capabilities (Slattery et al., 2024; IBM, 2024; AI, 2023)	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-suicide-and-self-harm	Suicide and Self-Harm	skos:relatedMatch	credo-ucf:credo-risk-036	Compromised personally identifiable information (Slattery et al., 2024)	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-suicide-and-self-harm	Suicide and Self-Harm	skos:relatedMatch	credo-ucf:credo-risk-037	Compromised sensitive information (Slattery et al., 2024; IBM, 2024; AI, 2023)	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-suicide-and-self-harm	Suicide and Self-Harm	skos:relatedMatch	ibm-granite-guardian:granite-answer-relevance	Answer Relevance	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-suicide-and-self-harm	Suicide and Self-Harm	skos:relatedMatch	ibm-granite-guardian:granite-groundedness	Groundedness	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-suicide-and-self-harm	Suicide and Self-Harm	skos:relatedMatch	ibm-granite-guardian:granite-guardian-harm	Harm	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-suicide-and-self-harm	Suicide and Self-Harm	skos:relatedMatch	ibm-granite-guardian:granite-sexual-content	Sexual Content	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-suicide-and-self-harm	Suicide and Self-Harm	skos:relatedMatch	ibm-risk-atlas:atlas-data-curation	Improper data curation	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-suicide-and-self-harm	Suicide and Self-Harm	skos:relatedMatch	ibm-risk-atlas:atlas-harmful-output	Harmful output	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-suicide-and-self-harm	Suicide and Self-Harm	skos:relatedMatch	ibm-risk-atlas:atlas-nonconsensual-use	Nonconsensual use	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-suicide-and-self-harm	Suicide and Self-Harm	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-1.2	Exposure to toxic content	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-suicide-and-self-harm	Suicide and Self-Harm	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-1.3	Unequal performance across groups	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-suicide-and-self-harm	Suicide and Self-Harm	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-2.2	AI system security vulnerabilities and attacks	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-suicide-and-self-harm	Suicide and Self-Harm	skos:relatedMatch	nist-ai-rmf:nist-harmful-bias-or-homogenization	Harmful Bias or Homogenization	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-suicide-and-self-harm	Suicide and Self-Harm	skos:relatedMatch	nist-ai-rmf:nist-human-ai-configuration	Human-AI Configuration	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-suicide-and-self-harm	Suicide and Self-Harm	skos:relatedMatch	nist-ai-rmf:nist-obscene-degrading-and-or-abusive-content	Obscene, Degrading, and/or Abusive Content	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-suicide-and-self-harm	Suicide and Self-Harm	skos:relatedMatch	ibm-granite-guardian:granite-harm-engagement	 Harm Engagement	semapv:SemanticSimilarityThresholdMatching	Risk_Atlas_Nexus_System	2025-04-03	7	Autogenerated via semantic similarity script - reviewed by IV
ailuminate-v1.0:ail-suicide-and-self-harm	Suicide and Self-Harm	skos:relatedMatch	ibm-risk-atlas:atlas-harmful-output	 Harmful output	semapv:SemanticSimilarityThresholdMatching	Risk_Atlas_Nexus_System	2025-04-03	54	Autogenerated via semantic similarity script - reviewed by IV
ailuminate-v1.0:ail-suicide-and-self-harm	Suicide and Self-Harm	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-1.2	 Exposure to toxic content	semapv:SemanticSimilarityThresholdMatching	Risk_Atlas_Nexus_System	2025-04-03	1	Autogenerated via semantic similarity script - reviewed by IV
ailuminate-v1.0:ail-suicide-and-self-harm	Suicide and Self-Harm	skos:relatedMatch	nist-ai-rmf:nist-dangerous-violent-or-hateful-content	 Dangerous, Violent, or Hateful Content	semapv:SemanticSimilarityThresholdMatching	Risk_Atlas_Nexus_System	2025-04-03	2	Autogenerated via semantic similarity script - reviewed by IV
ailuminate-v1.0:ail-violent-crimes	Violent Crimes	skos:relatedMatch	ibm-granite-guardian:granite-groundedness	Groundedness	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-violent-crimes	Violent Crimes	skos:relatedMatch	ibm-granite-guardian:granite-guardian-harm	Harm	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-violent-crimes	Violent Crimes	skos:relatedMatch	ibm-granite-guardian:granite-unethical-behavior	Unethical Behavior	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-violent-crimes	Violent Crimes	skos:relatedMatch	ibm-granite-guardian:granite-violence	Violence	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-violent-crimes	Violent Crimes	skos:relatedMatch	ibm-risk-atlas:atlas-dangerous-use	Dangerous use	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-violent-crimes	Violent Crimes	skos:relatedMatch	ibm-risk-atlas:atlas-harmful-output	Harmful output	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-violent-crimes	Violent Crimes	skos:relatedMatch	ibm-risk-atlas:atlas-toxic-output	Toxic output	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-violent-crimes	Violent Crimes	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-1.2	Exposure to toxic content	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-violent-crimes	Violent Crimes	skos:relatedMatch	nist-ai-rmf:nist-cbrn-information-or-capabilities	CBRN Information or Capabilities	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-violent-crimes	Violent Crimes	skos:relatedMatch	nist-ai-rmf:nist-obscene-degrading-and-or-abusive-content	Obscene, Degrading, and/or Abusive Content	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-violent-crimes	Violent Crimes	skos:relatedMatch	owasp-llm-2.0:llm022025-sensitive-information-disclosure	LLM02:2025 Sensitive Information Disclosure	semapv:LLMBasedMatching	Risk_Atlas_Nexus_System	2025-04-03		Autogenerated via LLM-based matching script -reviewed by IV
ailuminate-v1.0:ail-violent-crimes	Violent Crimes	skos:relatedMatch	credo-ucf:credo-risk-015	 Dangerous or violent content (IBM, 2024)	semapv:SemanticSimilarityThresholdMatching	Risk_Atlas_Nexus_System	2025-04-03	11	Autogenerated via semantic similarity script - reviewed by IV
ailuminate-v1.0:ail-violent-crimes	Violent Crimes	skos:relatedMatch	ibm-granite-guardian:granite-violence	 Violence	semapv:SemanticSimilarityThresholdMatching	Risk_Atlas_Nexus_System	2025-04-03	5	Autogenerated via semantic similarity script - reviewed by IV
ailuminate-v1.0:ail-violent-crimes	Violent Crimes	skos:relatedMatch	ibm-risk-atlas:atlas-harmful-output	 Harmful output	semapv:SemanticSimilarityThresholdMatching	Risk_Atlas_Nexus_System	2025-04-03	54	Autogenerated via semantic similarity script - reviewed by IV
ailuminate-v1.0:ail-violent-crimes	Violent Crimes	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-1.2	 Exposure to toxic content	semapv:SemanticSimilarityThresholdMatching	Risk_Atlas_Nexus_System	2025-04-03	1	Autogenerated via semantic similarity script - reviewed by IV
